timestamp,pair,longAccount,shortAccount,longShortRatio,sumOpenInterest,OI-%chg,close,volume,symbol,fundingRate
2022-12-07 11:00:00,BTCUSD,0.6975,0.3025,2.3058,3503159,0.01167780356454,16787.5,309284,BTCUSD_PERP,-0.00003724
2022-12-07 10:00:00,BTCUSD,0.6987,0.3013,2.319,3544308,-0.00584753880845668,16818.6,302604,BTCUSD_PERP,-0.00003724
2022-12-07 09:00:00,BTCUSD,0.6976,0.3024,2.3069,3523643,-0.00095287723016213,16827.3,363037,BTCUSD_PERP,-0.00003385
2022-12-07 08:00:00,BTCUSD,0.694,0.306,2.268,3520287,-0.013572408899158,16788,718304,BTCUSD_PERP,-0.00003385
2022-12-07 07:00:00,BTCUSD,0.6912,0.3088,2.2383,3472831,-0.0028989543788871,16759.5,1940269,BTCUSD_PERP,-0.00003385
2022-12-07 06:00:00,BTCUSD,0.6928,0.3072,2.2552,3462778,0.00335841623508415,16944.7,364679,BTCUSD_PERP,-0.00003385
2022-12-07 05:00:00,BTCUSD,0.6916,0.3084,2.2425,3474427,-0.00164248205480178,16999.8,251401,BTCUSD_PERP,-0.00003385
2022-12-07 04:00:00,BTCUSD,0.6933,0.3067,2.2605,3468725,0.000159700110053507,17033.9,181554,BTCUSD_PERP,-0.00003385
2022-12-07 03:00:00,BTCUSD,0.6947,0.3053,2.2755,3469279,0.000372630482978309,17022.2,137863,BTCUSD_PERP,-0.00003385
2022-12-07 02:00:00,BTCUSD,0.6949,0.3051,2.2776,3470572,0.00341348849376466,17047.1,168710,BTCUSD_PERP,-0.00003385
2022-12-07 01:00:00,BTCUSD,0.6968,0.3032,2.2982,3482439,0.00408046455069666,17036,331405,BTCUSD_PERP,0.00003786
2022-12-07 00:00:00,BTCUSD,0.6912,0.3088,2.2383,3496678,-0.00501185488318967,17060.4,421969,BTCUSD_PERP,0.00003786
2022-12-06 23:00:00,BTCUSD,0.6918,0.3082,2.2446,3479197,0.000179335648125445,17081,865431,BTCUSD_PERP,0.00003786
2022-12-06 22:00:00,BTCUSD,0.6922,0.3078,2.2489,3479821,-0.000970923409413516,16969.8,165089,BTCUSD_PERP,0.00003786
2022-12-06 21:00:00,BTCUSD,0.6916,0.3084,2.2425,3476444,0.00128870535161418,16988.9,215123,BTCUSD_PERP,0.00003786
2022-12-06 20:00:00,BTCUSD,0.6918,0.3082,2.2446,3480927,-0.000253987592175875,16987.4,223708,BTCUSD_PERP,0.00003786
2022-12-06 19:00:00,BTCUSD,0.6924,0.3076,2.251,3480043,0.00235524108155438,16964.1,334663,BTCUSD_PERP,0.00003786
2022-12-06 18:00:00,BTCUSD,0.6941,0.3059,2.269,3488249,-0.00520985109700867,16969.1,533672,BTCUSD_PERP,0.00003786
2022-12-06 17:00:00,BTCUSD,0.6946,0.3054,2.2744,3470123,-0.000377579506588788,16952.8,378451,BTCUSD_PERP,0.00002375
2022-12-06 16:00:00,BTCUSD,0.694,0.306,2.268,3468813,0.00378519067330885,16978.4,338383,BTCUSD_PERP,0.00002375
2022-12-06 15:00:00,BTCUSD,0.6939,0.3061,2.2669,3481968,0.00243187056254435,16976.2,822179,BTCUSD_PERP,0.00002375
2022-12-06 14:00:00,BTCUSD,0.6941,0.3059,2.269,3490446,0.00164313829365881,16968.2,437834,BTCUSD_PERP,0.00002375
2022-12-06 13:00:00,BTCUSD,0.6964,0.3036,2.2938,3496186,-0.00458490802068923,16977.7,280489,BTCUSD_PERP,0.00002375
2022-12-06 12:00:00,BTCUSD,0.6951,0.3049,2.2798,3480193,0.000227260419725539,16987.5,270140,BTCUSD_PERP,0.00002375
2022-12-06 11:00:00,BTCUSD,0.6943,0.3057,2.2712,3480984,0.00111400662238381,16975.9,456847,BTCUSD_PERP,0.00002375
2022-12-06 10:00:00,BTCUSD,0.6961,0.3039,2.2906,3484864,0.000469061797522485,16961.8,386977,BTCUSD_PERP,0.00002375
2022-12-06 09:00:00,BTCUSD,0.6948,0.3052,2.2765,3486499,-0.00116890351489118,16969.6,208781,BTCUSD_PERP,0.00000036
2022-12-06 08:00:00,BTCUSD,0.6949,0.3051,2.2776,3482426,0.00201781910565657,17031.2,287371,BTCUSD_PERP,0.00000036
2022-12-06 07:00:00,BTCUSD,0.6955,0.3045,2.2841,3489460,-0.00584546044335355,17000,136000,BTCUSD_PERP,0.00000036
2022-12-06 06:00:00,BTCUSD,0.6952,0.3048,2.2808,3469122,0.00687088122779933,16992.6,232559,BTCUSD_PERP,0.00000036
2022-12-06 05:00:00,BTCUSD,0.6936,0.3064,2.2637,3493040,0.00161533802103442,16972.7,224692,BTCUSD_PERP,0.00000036
2022-12-06 04:00:00,BTCUSD,0.694,0.306,2.268,3498687,-0.000117193685852612,16999.9,268653,BTCUSD_PERP,0.00000036
2022-12-06 03:00:00,BTCUSD,0.6956,0.3044,2.2852,3498277,0.0343755489090967,16997.7,242031,BTCUSD_PERP,0.00000036
2022-12-06 02:00:00,BTCUSD,0.6945,0.3055,2.2733,3620623,0.0015857617075028,17026,439734,BTCUSD_PERP,0.00000036
2022-12-06 01:00:00,BTCUSD,0.6931,0.3069,2.2584,3626369,0.00623772799489863,17025.8,449767,BTCUSD_PERP,-0.00006046
2022-12-06 00:00:00,BTCUSD,0.6915,0.3085,2.2415,3649060,-0.00135414165026049,17035.2,290510,BTCUSD_PERP,-0.00006046
2022-12-05 23:00:00,BTCUSD,0.6899,0.3101,2.2248,3644122,0.00103592689537635,16958.8,289557,BTCUSD_PERP,-0.00006046
2022-12-05 22:00:00,BTCUSD,0.6878,0.3122,2.2031,3647899,0.000917093778678435,16937.1,177927,BTCUSD_PERP,-0.00006046
2022-12-05 21:00:00,BTCUSD,0.6864,0.3136,2.1888,3651246,-0.00156397656806284,16965.6,172042,BTCUSD_PERP,-0.00006046
2022-12-05 20:00:00,BTCUSD,0.6856,0.3144,2.1807,3645540,0.00620529948549375,16935.5,282727,BTCUSD_PERP,-0.00006046
2022-12-05 19:00:00,BTCUSD,0.6828,0.3172,2.1526,3668232,-0.000367819731581065,16918.1,1143201,BTCUSD_PERP,-0.00006046
2022-12-05 18:00:00,BTCUSD,0.6831,0.3169,2.1556,3666883,-0.00870481127533829,17038.2,473364,BTCUSD_PERP,-0.00006046
2022-12-05 17:00:00,BTCUSD,0.6829,0.3171,2.1536,3635102,-0.00167067395527631,17049.1,494233,BTCUSD_PERP,0.00002635
2022-12-05 16:00:00,BTCUSD,0.6788,0.3212,2.1133,3629034,0.00822858153996719,17033.7,742993,BTCUSD_PERP,0.00002635
2022-12-05 15:00:00,BTCUSD,0.6759,0.3241,2.0855,3659019,0.0449882913261348,17075.2,1576523,BTCUSD_PERP,0.00002635
2022-12-05 14:00:00,BTCUSD,0.675,0.325,2.0769,3827391,0.00079448160730955,17196.5,773518,BTCUSD_PERP,0.00002635
2022-12-05 13:00:00,BTCUSD,0.6758,0.3242,2.0845,3830433,0.0037551783302554,17224.8,326998,BTCUSD_PERP,0.00002635
2022-12-05 12:00:00,BTCUSD,0.6761,0.3239,2.0874,3844844,-0.00212848773057317,17252.7,330157,BTCUSD_PERP,0.00002635
2022-12-05 11:00:00,BTCUSD,0.6781,0.3219,2.1066,3836669,0.00560424604196008,17308.4,128038,BTCUSD_PERP,0.00002635
2022-12-05 10:00:00,BTCUSD,0.6777,0.3223,2.1027,3858231,-0.00539471121632396,17293.7,256510,BTCUSD_PERP,0.00002635
2022-12-05 09:00:00,BTCUSD,0.68,0.32,2.125,3837473,0.000653341612782299,17299.8,450130,BTCUSD_PERP,0.0001
2022-12-05 08:00:00,BTCUSD,0.6845,0.3155,2.1696,3839981,-0.00478358213622165,17354,665148,BTCUSD_PERP,0.0001
2022-12-05 07:00:00,BTCUSD,0.6841,0.3159,2.1656,3821656,0.00246839271014743,17307.3,295709,BTCUSD_PERP,0.0001
2022-12-05 06:00:00,BTCUSD,0.6845,0.3155,2.1696,3831101,-0.0137544633010318,17303,284176,BTCUSD_PERP,0.0001
2022-12-05 05:00:00,BTCUSD,0.6873,0.3127,2.198,3778767,-0.0342361721779909,17339.2,688511,BTCUSD_PERP,0.0001
2022-12-05 04:00:00,BTCUSD,0.6832,0.3168,2.1566,3651586,0.0158573447646262,17362.1,1215700,BTCUSD_PERP,0.0001
2022-12-05 03:00:00,BTCUSD,0.6849,0.3151,2.1736,3709952,-0.00877597582570822,17194.7,460861,BTCUSD_PERP,0.0001
2022-12-05 02:00:00,BTCUSD,0.6856,0.3144,2.1807,3677536,-0.0357512377619464,17244.4,639109,BTCUSD_PERP,0.0001
2022-12-05 01:00:00,BTCUSD,0.6848,0.3152,2.1726,3548382,-0.0236489420404897,17269.2,695233,BTCUSD_PERP,0.00000133
2022-12-05 00:00:00,BTCUSD,0.6821,0.3179,2.1456,3465451,-0.00607680092010199,17213.5,1344459,BTCUSD_PERP,0.00000133
2022-12-04 23:00:00,BTCUSD,0.6838,0.3162,2.1626,3444456,0.00132936959828633,17107.4,657847,BTCUSD_PERP,0.00000133
2022-12-04 22:00:00,BTCUSD,0.6833,0.3167,2.1576,3449038,-5.88587235696991E-05,17099.8,204570,BTCUSD_PERP,0.00000133
2022-12-04 21:00:00,BTCUSD,0.6841,0.3159,2.1656,3448835,-0.00131260839377134,17109.7,121446,BTCUSD_PERP,0.00000133
2022-12-04 20:00:00,BTCUSD,0.684,0.316,2.1646,3444311,0.000294064927183868,17087.7,161199,BTCUSD_PERP,0.00000133
2022-12-04 19:00:00,BTCUSD,0.6847,0.3153,2.1716,3445324,-0.018966811496691,17079,376141,BTCUSD_PERP,0.00000133
2022-12-04 18:00:00,BTCUSD,0.6855,0.3145,2.1797,3380593,0.00198850080631274,17059.2,1120494,BTCUSD_PERP,0.00000133
2022-12-04 17:00:00,BTCUSD,0.6859,0.3141,2.1837,3387322,-0.0025281967256241,17046.8,242911,BTCUSD_PERP,0.00003113
2022-12-04 16:00:00,BTCUSD,0.6855,0.3145,2.1797,3378769,-0.003562960581597,17006.3,426525,BTCUSD_PERP,0.00003113
2022-12-04 15:00:00,BTCUSD,0.6865,0.3135,2.1898,3366752,-0.00760409150010233,17022.8,555298,BTCUSD_PERP,0.00003113
2022-12-04 14:00:00,BTCUSD,0.6891,0.3109,2.2165,3341248,0.00309076857631219,17003,304808,BTCUSD_PERP,0.00003113
2022-12-04 13:00:00,BTCUSD,0.6909,0.3091,2.2352,3351591,0.000451921996111437,16941.6,168937,BTCUSD_PERP,0.00003113
2022-12-04 12:00:00,BTCUSD,0.6898,0.3102,2.2237,3353106,-0.00327875218524376,16952.1,164510,BTCUSD_PERP,0.00003113
2022-12-04 11:00:00,BTCUSD,0.6884,0.3116,2.2092,3342130,0.00287546262563332,16940.4,377167,BTCUSD_PERP,0.00003113
2022-12-04 10:00:00,BTCUSD,0.6887,0.3113,2.2123,3351754,-0.00135334157594613,16997.3,113265,BTCUSD_PERP,0.00003113
2022-12-04 09:00:00,BTCUSD,0.688,0.312,2.2051,3347221,0.00262708656388178,16997,120634,BTCUSD_PERP,-0.00001381
2022-12-04 08:00:00,BTCUSD,0.689,0.311,2.2154,3356026,-0.000726718439331364,17010.6,302574,BTCUSD_PERP,-0.00001381
2022-12-04 07:00:00,BTCUSD,0.6891,0.3109,2.2165,3353588,0.000921572795254733,16989.6,158939,BTCUSD_PERP,-0.00001381
2022-12-04 06:00:00,BTCUSD,0.688,0.312,2.2051,3356680,0.000718904508689278,16992.3,177201,BTCUSD_PERP,-0.00001381
2022-12-04 05:00:00,BTCUSD,0.6891,0.3109,2.2165,3359094,0.00252843582863527,17011.6,494436,BTCUSD_PERP,-0.00001381
2022-12-04 04:00:00,BTCUSD,0.6896,0.3104,2.2216,3367598,0.000102441659935337,17000.5,212052,BTCUSD_PERP,-0.00001381
2022-12-04 03:00:00,BTCUSD,0.6905,0.3095,2.231,3367943,-0.00119253618479576,16953.9,124319,BTCUSD_PERP,-0.00001381
2022-12-04 02:00:00,BTCUSD,0.6888,0.3112,2.2134,3363929,0.00249574671160069,16965.6,152065,BTCUSD_PERP,-0.00001381
2022-12-04 01:00:00,BTCUSD,0.6884,0.3116,2.2092,3372335,0.00243155632711201,16960.5,454570,BTCUSD_PERP,0.00003858
2022-12-04 00:00:00,BTCUSD,0.6895,0.3105,2.2206,3380545,-0.00290344758910699,16944.9,253681,BTCUSD_PERP,0.00003858
2022-12-03 23:00:00,BTCUSD,0.6883,0.3117,2.2082,3370744,0.00958296779370293,16881.6,244130,BTCUSD_PERP,0.00003858
2022-12-03 22:00:00,BTCUSD,0.687,0.313,2.1949,3403201,0.00231718797481051,16896,520231,BTCUSD_PERP,0.00003858
2022-12-03 21:00:00,BTCUSD,0.6867,0.3133,2.1918,3411096,-0.00340175537067466,16945.8,389211,BTCUSD_PERP,0.00003858
2022-12-03 20:00:00,BTCUSD,0.6863,0.3137,2.1878,3399512,0.000279118757136487,16925.4,169226,BTCUSD_PERP,0.00003858
2022-12-03 19:00:00,BTCUSD,0.6887,0.3113,2.2123,3400461,0.00304406640368526,16953,143677,BTCUSD_PERP,0.00003858
2022-12-03 18:00:00,BTCUSD,0.6871,0.3129,2.1959,3410828,-0.00416395324915619,16961,150817,BTCUSD_PERP,0.00003858
2022-12-03 17:00:00,BTCUSD,0.687,0.313,2.1949,3396655,0.00244911679765103,16964.9,161505,BTCUSD_PERP,0.00007082
2022-12-03 16:00:00,BTCUSD,0.6882,0.3118,2.2072,3404984,-0.00376185695671616,16948.7,114505,BTCUSD_PERP,0.00007082
2022-12-03 15:00:00,BTCUSD,0.6856,0.3144,2.1807,3392199,0.00139723148234161,16957.2,130999,BTCUSD_PERP,0.00007082
2022-12-03 14:00:00,BTCUSD,0.687,0.313,2.1949,3396942,0.000375855705268435,16942.4,231240,BTCUSD_PERP,0.00007082
2022-12-03 13:00:00,BTCUSD,0.6842,0.3158,2.1666,3398219,0.00210300753973236,16947.9,139944,BTCUSD_PERP,0.00007082
2022-12-03 12:00:00,BTCUSD,0.685,0.315,2.1746,3405373,0.0122040577468123,16960.4,179895,BTCUSD_PERP,0.00007082
2022-12-03 11:00:00,BTCUSD,0.6854,0.3146,2.1786,3447187,-0.00167871790283236,16941.3,467008,BTCUSD_PERP,0.00007082
2022-12-03 10:00:00,BTCUSD,0.6826,0.3174,2.1506,3441405,-0.0089001140151872,16958.4,126303,BTCUSD_PERP,0.00007082
2022-12-03 09:00:00,BTCUSD,0.6819,0.3181,2.1437,3410912,-0.00159439267739714,16976.3,295840,BTCUSD_PERP,0.00006574
2022-12-03 08:00:00,BTCUSD,0.6837,0.3163,2.1616,3405478,-0.00417964953790317,16942.5,367508,BTCUSD_PERP,0.00006574
2022-12-03 07:00:00,BTCUSD,0.6819,0.3181,2.1437,3391274,0.00391269102633984,16959.6,284868,BTCUSD_PERP,0.00006574
2022-12-03 06:00:00,BTCUSD,0.6843,0.3157,2.1676,3404569,-0.00283462167380755,16977.4,482211,BTCUSD_PERP,0.00006574
2022-12-03 05:00:00,BTCUSD,0.684,0.316,2.1646,3394932,-0.00257744985911401,17012.7,154582,BTCUSD_PERP,0.00006574
2022-12-03 04:00:00,BTCUSD,0.6824,0.3176,2.1486,3386193,0.00152061124042824,17014,119605,BTCUSD_PERP,0.00006574
2022-12-03 03:00:00,BTCUSD,0.6826,0.3174,2.1506,3391346,0.00199927041844639,17017.7,163775,BTCUSD_PERP,0.00006574
2022-12-03 02:00:00,BTCUSD,0.6838,0.3162,2.1626,3398133,0.00640327674692642,17026.6,150182,BTCUSD_PERP,0.00006574
2022-12-03 01:00:00,BTCUSD,0.684,0.316,2.1646,3419962,0.00524854144977027,17043.6,209911,BTCUSD_PERP,0.00000871
2022-12-03 00:00:00,BTCUSD,0.6842,0.3158,2.1666,3437959,-0.00276796729221296,17043.4,684243,BTCUSD_PERP,0.00000871
2022-12-02 23:00:00,BTCUSD,0.6855,0.3145,2.1797,3428456,-0.000606579347373071,17086.5,298051,BTCUSD_PERP,0.00000871
2022-12-02 22:00:00,BTCUSD,0.6843,0.3157,2.1676,3426377,0.00658785775734394,17036.6,174968,BTCUSD_PERP,0.00000871
2022-12-02 21:00:00,BTCUSD,0.6842,0.3158,2.1666,3449024,-0.00142228260546062,17008.1,266923,BTCUSD_PERP,0.00000871
2022-12-02 20:00:00,BTCUSD,0.6851,0.3149,2.1756,3444122,-0.00286841035189411,17024.1,297411,BTCUSD_PERP,0.00000871
2022-12-02 19:00:00,BTCUSD,0.6839,0.3161,2.1636,3434257,-0.00203044630547922,16985.3,238207,BTCUSD_PERP,0.00000871
2022-12-02 18:00:00,BTCUSD,0.6846,0.3154,2.1706,3427291,-0.000918347692687505,16949.2,148040,BTCUSD_PERP,0.00000871
2022-12-02 17:00:00,BTCUSD,0.6836,0.3164,2.1606,3424145,-0.00539719626446455,16931.7,241980,BTCUSD_PERP,-0.00003924
2022-12-02 16:00:00,BTCUSD,0.6856,0.3144,2.1807,3405714,0.00502827701985709,16934.3,273643,BTCUSD_PERP,-0.00003924
2022-12-02 15:00:00,BTCUSD,0.6861,0.3139,2.1857,3422882,-0.00523912141131255,16935.3,392143,BTCUSD_PERP,-0.00003924
2022-12-02 14:00:00,BTCUSD,0.6898,0.3102,2.2237,3404996,-0.00406405214214445,16905.7,616791,BTCUSD_PERP,-0.00003924
2022-12-02 13:00:00,BTCUSD,0.6863,0.3137,2.1878,3391186,0.00088101434642418,16884.8,3673878,BTCUSD_PERP,-0.00003924
2022-12-02 12:00:00,BTCUSD,0.6873,0.3127,2.198,3394175,0.00410742794828956,17026.5,303802,BTCUSD_PERP,-0.00003924
2022-12-02 11:00:00,BTCUSD,0.6859,0.3141,2.1837,3408145,0.000661431458533812,16988.3,557006,BTCUSD_PERP,-0.00003924
2022-12-02 10:00:00,BTCUSD,0.6884,0.3116,2.2092,3410400,-0.00758233276375186,16962.2,146156,BTCUSD_PERP,-0.00003924
2022-12-02 09:00:00,BTCUSD,0.6872,0.3128,2.1969,3384639,0.000704996510862088,16959.9,175461,BTCUSD_PERP,-0.00003539
2022-12-02 08:00:00,BTCUSD,0.6869,0.3131,2.1939,3387026,-0.00734364201533921,16956.1,156066,BTCUSD_PERP,-0.00003539
2022-12-02 07:00:00,BTCUSD,0.6862,0.3138,2.1867,3362244,-0.0014649758273908,16951.5,292580,BTCUSD_PERP,-0.00003539
2022-12-02 06:00:00,BTCUSD,0.6845,0.3155,2.1696,3357322,-0.000829576349822503,16902.7,139592,BTCUSD_PERP,-0.00003539
2022-12-02 05:00:00,BTCUSD,0.6844,0.3156,2.1686,3354538,-0.000745835278346263,16929.2,108526,BTCUSD_PERP,-0.00003539
2022-12-02 04:00:00,BTCUSD,0.6873,0.3127,2.198,3352037,-0.00146256841276404,16928.8,206566,BTCUSD_PERP,-0.00003539
2022-12-02 03:00:00,BTCUSD,0.6868,0.3132,2.1928,3347138,0.00255176013483016,16896.1,159727,BTCUSD_PERP,-0.00003539
2022-12-02 02:00:00,BTCUSD,0.6905,0.3095,2.231,3355690,0.00770782216121901,16914.7,480990,BTCUSD_PERP,-0.00003539
2022-12-02 01:00:00,BTCUSD,0.6866,0.3134,2.1908,3381655,0.00415146394512789,16915.8,696596,BTCUSD_PERP,0.00002591
2022-12-02 00:00:00,BTCUSD,0.6835,0.3165,2.1596,3395723,-0.00209423481198456,17030.4,373608,BTCUSD_PERP,0.00002591
2022-12-01 23:00:00,BTCUSD,0.6854,0.3146,2.1786,3388619,0.0015684353527412,16967.5,267249,BTCUSD_PERP,0.00002591
2022-12-01 22:00:00,BTCUSD,0.6845,0.3155,2.1696,3393938,-0.00179893928819297,16957.6,245126,BTCUSD_PERP,0.00002591
2022-12-01 21:00:00,BTCUSD,0.683,0.317,2.1546,3387838,-0.0035374098441725,16923.2,430385,BTCUSD_PERP,0.00002591
2022-12-01 20:00:00,BTCUSD,0.6824,0.3176,2.1486,3375875,-0.00624421111695561,16907.4,173807,BTCUSD_PERP,0.00002591
2022-12-01 19:00:00,BTCUSD,0.6833,0.3167,2.1576,3354861,-0.00269225685555519,16945.5,348753,BTCUSD_PERP,0.00002591
2022-12-01 18:00:00,BTCUSD,0.6835,0.3165,2.1596,3345841,0.00674352203074058,16929.3,281089,BTCUSD_PERP,0.00002591
2022-12-01 17:00:00,BTCUSD,0.6813,0.3187,2.1377,3368480,-0.00242628927713184,16962.9,314386,BTCUSD_PERP,0.00004054
2022-12-01 16:00:00,BTCUSD,0.6805,0.3195,2.1299,3360317,0.000242804753144199,16977.6,486014,BTCUSD_PERP,0.00004054
2022-12-01 15:00:00,BTCUSD,0.6834,0.3166,2.1586,3361133,-0.00238716205637779,16970.6,1675633,BTCUSD_PERP,0.00004054
2022-12-01 14:00:00,BTCUSD,0.6826,0.3174,2.1506,3353119,0.00612444285090952,17101,683121,BTCUSD_PERP,0.00004054
2022-12-01 13:00:00,BTCUSD,0.6831,0.3169,2.1556,3373718,-0.00244658532127673,17081.3,2869866,BTCUSD_PERP,0.00004054
2022-12-01 12:00:00,BTCUSD,0.6847,0.3153,2.1716,3365474,0.00360576119506284,17130.3,382921,BTCUSD_PERP,0.00004054
2022-12-01 11:00:00,BTCUSD,0.6838,0.3162,2.1626,3377631,-0.00368331642831876,17095.2,349604,BTCUSD_PERP,0.00004054
2022-12-01 10:00:00,BTCUSD,0.6837,0.3163,2.1616,3365213,0.000561767976680727,17088.9,177440,BTCUSD_PERP,0.00004054
2022-12-01 09:00:00,BTCUSD,0.6854,0.3146,2.1786,3367104,0.00167007069848779,17105.5,223478,BTCUSD_PERP,-0.0000439
2022-12-01 08:00:00,BTCUSD,0.6835,0.3165,2.1596,3372732,0.00405080834671878,17107.2,410049,BTCUSD_PERP,-0.0000439
2022-12-01 07:00:00,BTCUSD,0.6839,0.3161,2.1636,3386422,-1.18118839331771E-06,17062.2,297712,BTCUSD_PERP,-0.0000439
2022-12-01 06:00:00,BTCUSD,0.684,0.316,2.1646,3386418,0.00195885408347252,17112.7,212319,BTCUSD_PERP,-0.0000439
2022-12-01 05:00:00,BTCUSD,0.6885,0.3115,2.2103,3393058,0.00338001770537666,17106.4,433132,BTCUSD_PERP,-0.0000439
2022-12-01 04:00:00,BTCUSD,0.6898,0.3102,2.2237,3404546,0.0011058500943264,17131.6,336650,BTCUSD_PERP,-0.0000439
2022-12-01 03:00:00,BTCUSD,0.6902,0.3098,2.2279,3408313,0.00501598633693767,17139.4,368200,BTCUSD_PERP,-0.0000439
2022-12-01 02:00:00,BTCUSD,0.6923,0.3077,2.2499,3425452,-0.0212583790833936,17117.7,320974,BTCUSD_PERP,-0.0000439
2022-12-01 01:00:00,BTCUSD,0.6927,0.3073,2.2541,3353401,-0.00224202890271741,17102.6,556711,BTCUSD_PERP,-0.00004573
2022-12-01 00:00:00,BTCUSD,0.6925,0.3075,2.252,3345891,0.00633396039457068,17156.9,633330,BTCUSD_PERP,-0.00004573
2022-11-30 23:00:00,BTCUSD,0.6953,0.3047,2.2819,3367151,-0.000915138503811974,17156.4,1256048,BTCUSD_PERP,-0.00004573
2022-11-30 22:00:00,BTCUSD,0.6928,0.3072,2.2552,3364071,-0.000138829536430407,17142.3,577917,BTCUSD_PERP,-0.00004573
2022-11-30 21:00:00,BTCUSD,0.6936,0.3064,2.2637,3363604,0.00299586111591488,17101.2,648471,BTCUSD_PERP,-0.00004573
2022-11-30 20:00:00,BTCUSD,0.6952,0.3048,2.2808,3373696,-0.00679811705249556,17090.4,453753,BTCUSD_PERP,-0.00004573
2022-11-30 19:00:00,BTCUSD,0.6984,0.3016,2.3156,3350839,0.00607609610980298,17051.9,1962384,BTCUSD_PERP,-0.00004573
2022-11-30 18:00:00,BTCUSD,0.6976,0.3024,2.3069,3371261,0.000337502190442152,16916.7,2114680,BTCUSD_PERP,-0.00004573
2022-11-30 17:00:00,BTCUSD,0.697,0.303,2.3003,3372399,0.00622097434746749,16780.4,800527,BTCUSD_PERP,0.00001581
2022-11-30 16:00:00,BTCUSD,0.6971,0.3029,2.3014,3393444,-0.000131733260671396,16856.1,594632,BTCUSD_PERP,0.00001581
2022-11-30 15:00:00,BTCUSD,0.6966,0.3034,2.296,3392997,-7.01469372312857E-05,16855.1,306542,BTCUSD_PERP,0.00001581
2022-11-30 14:00:00,BTCUSD,0.6976,0.3024,2.3069,3392759,0.00363144040876762,16842.7,485266,BTCUSD_PERP,0.00001581
2022-11-30 13:00:00,BTCUSD,0.6986,0.3014,2.3179,3405102,0.00719673241245111,16799.7,908976,BTCUSD_PERP,0.00001581
